Year,Term,Department,Course,Section,Enrollment,MedianGrade
6,W,NAS,52,1,15,B+
6,W,NAS,81,1,15,A-
6,W,PBPL,81,4,11,B+
6,W,PHIL,6,1,19,A
6,W,PHIL,8,1,35,B+
6,W,PHIL,17,1,45,B+
6,W,PHIL,22,1,11,A-
6,W,PHIL,24,1,41,B+
6,W,PHIL,30,1,10,B+/B
6,W,PHIL,31,1,14,B+
6,W,PHIL,35,1,20,A-
6,W,PHYS,4,1,77,B+
6,W,PHYS,13,1,77,B
6,W,PHYS,14,1,34,B+/B
6,W,PHYS,16,1,17,B+
6,W,PHYS,41,1,18,B
6,W,PHYS,48,1,39,A-
6,W,PSYC,1,1,127,B+
6,W,PSYC,6,1,70,B+
6,W,PSYC,10,1,56,A-
6,W,PSYC,11,1,18,A-/B+
6,W,PSYC,23,1,140,B+
6,W,PSYC,26,1,49,B+
6,W,PSYC,44,1,27,B+
6,W,PSYC,53,1,10,A/A-
6,W,PSYC,54,1,17,B+
6,W,PSYC,54,2,33,A-
6,W,PSYC,59,1,19,A
6,W,PSYC,60,1,11,A-
6,W,PSYC,64,1,10,A-/B+
6,W,PSYC,80,1,14,A
6,W,PSYC,83,1,18,A-
6,W,PSYC,85,1,15,A-
6,W,PSYC,85,2,12,A-
6,W,REL,1,1,69,B+
6,W,REL,5,1,61,A-
6,W,REL,7,1,16,A
6,W,REL,16,1,55,B+
6,W,REL,18,1,32,A-
6,W,REL,34,1,15,A-
6,W,REL,50,1,47,A-
6,W,REL,57,1,11,A-
6,W,REL,79,1,13,B+
6,W,REL,85,1,15,B+
6,W,RUSS,2,1,15,A-
6,W,RUSS,15,1,19,A-
6,W,RUSS,32,1,13,A
6,W,SART,15,1,11,A-
6,W,SART,15,2,14,B
6,W,SART,15,3,15,A-
6,W,SART,15,4,14,A/A-
6,W,SART,16,2,11,B+
6,W,SART,25,1,13,B+
6,W,SART,65,1,12,A-
6,W,SOCY,2,1,63,A-
6,W,SOCY,7,1,16,B+
6,W,SOCY,21,1,15,B+
6,W,SOCY,24,1,10,B+
6,W,SOCY,28,1,62,A-
6,W,SOCY,43,1,20,B+
6,W,SOCY,49,1,25,A-
6,W,SOCY,69,1,26,B
6,W,SPAN,1,1,20,A-
6,W,SPAN,1,2,21,A-
6,W,SPAN,2,1,18,A-
6,W,SPAN,2,2,23,A-
6,W,SPAN,2,3,18,A/A-
6,W,SPAN,2,4,18,B+/B
6,W,SPAN,2,5,18,B+/B
6,W,SPAN,3,1,21,B
6,W,SPAN,3,2,20,B
6,W,SPAN,3,3,25,A-
6,W,SPAN,3,90,13,A
6,W,SPAN,3,91,18,A
6,W,SPAN,5,90,13,A
6,W,SPAN,5,91,18,B+
6,W,SPAN,6,90,13,A-
6,W,SPAN,6,91,18,A-
6,W,SPAN,9,1,11,A
6,W,SPAN,9,2,18,A-
6,W,SPAN,21,1,26,A-/B+
6,W,SPAN,31,1,25,A-
6,W,SPAN,37,1,21,A-
6,W,SPAN,37,2,20,A-
6,W,SPAN,45,1,18,A
6,W,SPAN,67,1,23,B+
6,W,SPAN,81,1,33,A-
6,W,SSOC,9,1,46,A-
6,W,SSOC,10,1,27,B+
6,W,THEA,7,1,11,A-
6,W,THEA,30,1,16,A
6,W,THEA,30,2,14,A-
6,W,THEA,31,1,16,A-
6,W,THEA,38,1,22,A-
6,W,THEA,40,1,17,A
6,W,WGST,7,1,11,A-
6,W,WGST,10,1,15,A-
6,W,WGST,20,1,14,A-
6,W,WGST,25,1,22,A-/B+
6,W,WGST,30,1,51,A
6,W,WGST,32,1,21,B+
6,W,WGST,36,1,11,A-
6,W,WGST,38,1,23,B+
6,W,WGST,46,2,15,A-
6,W,WRIT,3,1,14,B+/B
6,W,WRIT,3,2,13,B+
6,W,WRIT,3,3,16,A/A-
6,W,WRIT,3,4,15,B+
6,W,WRIT,3,5,17,B+
6,W,WRIT,3,6,15,B+
6,W,WRIT,5,1,16,B+
6,W,WRIT,5,2,12,A-
6,W,WRIT,5,4,16,A-/B+
6,W,WRIT,5,5,18,A-
6,W,WRIT,5,6,17,A-
6,W,WRIT,5,7,18,A-
6,W,WRIT,5,8,14,A-
6,W,WRIT,5,9,18,A-
6,W,WRIT,5,10,17,B+
6,W,WRIT,5,11,18,B+
6,W,WRIT,5,12,17,B+
6,W,WRIT,5,13,14,B+
6,W,WRIT,5,14,18,B+
6,W,WRIT,5,15,17,B+
6,W,WRIT,5,16,18,A-
6,W,WRIT,5,17,12,A
6,S,AAAS,11,1,40,A-
6,S,AAAS,13,1,15,A-
6,S,AAAS,16,1,34,A
6,S,AAAS,19,1,16,A-/B+
6,S,AAAS,34,1,20,B+
6,S,AAAS,37,1,31,A-
6,S,AAAS,45,1,20,A-/B+
6,S,AAAS,47,1,24,A-/B+
6,S,AAAS,48,1,19,B+
6,S,AAAS,63,1,11,B
6,S,AAAS,66,1,57,A-
6,S,AAAS,81,1,18,A-/B+
6,S,AMES,13,1,95,B+
6,S,AMES,17,1,16,A-
6,S,AMES,18,1,23,A
6,S,AMES,22,1,42,A-/B+
6,S,AMES,23,1,38,A-
6,S,AMES,33,90,17,A-
6,S,AMES,54,90,17,B+
6,S,ANTH,3,1,64,B+
6,S,ANTH,5,1,21,B+
6,S,ANTH,7,1,16,A-
6,S,ANTH,12,2,10,A-
6,S,ANTH,12,3,10,A-
6,S,ANTH,23,1,13,B+
6,S,ANTH,33,1,16,B+
6,S,ANTH,48,1,24,B+
6,S,ANTH,49,1,42,A-/B+
6,S,ARAB,3,1,14,A-
6,S,ARAB,3,2,15,A
6,S,ARAB,63,1,17,A-
6,S,ARTH,7,1,12,B+
6,S,ARTH,10,90,13,A-
6,S,ARTH,11,90,13,B+
6,S,ARTH,12,90,13,A
6,S,ARTH,16,1,33,B+
6,S,ARTH,17,1,15,A-
6,S,ARTH,17,2,13,A-
6,S,ARTH,22,1,16,A-
6,S,ARTH,33,1,26,B+
6,S,ARTH,52,1,87,B+
6,S,ASTR,15,1,28,A-/B+
6,S,BIOL,4,1,49,B
6,S,BIOL,15,1,107,B
6,S,BIOL,16,1,99,B
6,S,BIOL,33,1,29,B+
6,S,BIOL,37,1,49,B+
6,S,BIOL,62,1,10,A-/B+
6,S,BIOL,71,1,12,A/A-
6,S,BIOL,74,1,21,A-
6,S,BIOL,75,1,14,A/A-
6,S,BIOL,99,1,10,A
6,S,BIOL,171,1,12,A/A-
6,S,CHEM,6,1,124,B
6,S,CHEM,6,2,136,B+
6,S,CHEM,7,1,16,B+
6,S,CHEM,41,1,38,B+
6,S,CHEM,51,1,44,B+/B
6,S,CHEM,61,1,20,C+
6,S,CHIN,3,1,16,A-
6,S,CHIN,3,2,15,A-
6,S,CHIN,23,90,11,A-
6,S,CHIN,62,1,15,A
6,S,CHIN,63,1,42,A-/B+
6,S,CLST,2,1,45,A
6,S,CLST,19,1,15,B+
6,S,CLST,21,1,30,B+
6,S,COCO,3,1,25,A
6,S,COCO,8,1,11,A-
6,S,COGS,2,1,141,B+
6,S,COLT,10,1,26,A
6,S,COLT,23,1,21,A-
6,S,COLT,45,1,16,A-
6,S,COLT,67,1,12,B+
6,S,COLT,87,1,10,A
6,S,COSC,5,1,61,B+
6,S,COSC,7,1,16,A
6,S,COSC,12,1,35,A-
6,S,COSC,23,1,18,A-
6,S,COSC,25,1,15,B
6,S,COSC,27,1,27,B+
6,S,COSC,37,1,11,A-
6,S,COSC,54,1,16,A
6,S,COSC,78,1,16,B+
6,S,EARS,1,1,39,B
6,S,EARS,3,1,88,B
6,S,EARS,7,1,11,A-
6,S,EARS,26,1,14,B+
6,S,EARS,44,1,12,B+
6,S,ECON,1,1,81,B-
6,S,ECON,1,2,81,B-
6,S,ECON,1,3,34,B
6,S,ECON,1,4,31,B
6,S,ECON,2,1,46,A/A-
6,S,ECON,10,1,68,A-
6,S,ECON,10,2,68,A-
6,S,ECON,10,3,37,B+
6,S,ECON,20,1,59,A-
6,S,ECON,20,2,59,A-
6,S,ECON,21,1,25,B+
6,S,ECON,21,2,33,B
6,S,ECON,22,1,65,B+
6,S,ECON,22,2,65,B+
6,S,ECON,25,1,34,B
6,S,ECON,26,1,58,B+
6,S,ECON,26,2,58,B+
6,S,ECON,27,1,33,B
6,S,ECON,38,1,34,A
6,S,ECON,39,1,33,B+
6,S,ECON,46,1,43,A-
6,S,ECON,46,2,43,A-
6,S,ECON,46,3,43,A-
6,S,ECON,46,4,24,A-
6,S,ECON,46,5,24,A-
6,S,ECON,49,1,20,A-/B+
6,S,ECON,49,2,20,A-/B+
6,S,ECON,56,1,42,B+
6,S,ECON,81,1,16,A
6,S,EDUC,1,1,18,A-
6,S,EDUC,18,1,72,B+
6,S,EDUC,41,1,10,A/A-
6,S,EDUC,45,1,12,A/A-
6,S,EDUC,62,1,50,A-
6,S,ENGL,7,1,15,A-
6,S,ENGL,7,2,16,B+
6,S,ENGL,7,3,16,A
6,S,ENGL,7,4,16,A-
6,S,ENGL,7,5,16,B+
6,S,ENGL,7,6,12,A-
6,S,ENGL,8,3,24,A-
6,S,ENGL,11,1,47,A-
6,S,ENGL,15,2,24,A-
6,S,ENGL,16,1,13,B+
6,S,ENGL,34,1,45,B+
6,S,ENGL,38,1,34,B+
6,S,ENGL,39,1,21,B+
6,S,ENGL,43,1,20,B+
6,S,ENGL,45,1,12,B+
6,S,ENGL,47,1,101,A-
6,S,ENGL,62,2,10,A-
6,S,ENGL,63,1,14,A-
6,S,ENGL,65,1,21,A-
6,S,ENGL,67,7,16,B+
6,S,ENGL,67,8,31,A-
6,S,ENGL,67,9,28,A-
6,S,ENGL,72,8,10,B+
6,S,ENGL,80,1,12,A-
6,S,ENGL,80,2,11,A
6,S,ENGL,80,3,12,A-
6,S,ENGL,81,1,12,A
6,S,ENGL,82,1,12,A-
6,S,ENGS,5,1,165,B+
6,S,ENGS,6,1,29,B+
6,S,ENGS,9,1,16,B+
6,S,ENGS,20,1,47,B+
6,S,ENGS,21,1,27,B
6,S,ENGS,23,1,24,B
6,S,ENGS,24,1,21,B+
6,S,ENGS,25,1,35,A
6,S,ENGS,26,1,19,B+
6,S,ENGS,31,1,27,B+
6,S,ENGS,41,1,12,A
6,S,ENGS,71,1,10,A-
6,S,ENGS,103,1,13,B+
6,S,ENVS,3,1,69,B
6,S,ENVS,5,1,74,B+
6,S,ENVS,7,1,12,A-
6,S,ENVS,7,2,16,A-/B+
6,S,ENVS,12,1,41,B+
6,S,ENVS,30,1,20,B+
6,S,ENVS,50,1,20,A-
6,S,ENVS,56,1,42,B+
6,S,FILM,22,1,31,B+
6,S,FILM,31,1,13,A-
6,S,FILM,34,1,12,A/A-
6,S,FILM,40,1,12,A-/B+
6,S,FILM,42,1,38,A-
6,S,FILM,45,1,25,B+
6,S,FILM,47,2,16,A-/B+
6,S,FILM,80,1,11,A
6,S,FREN,1,1,21,A-
6,S,FREN,2,1,20,A-
6,S,FREN,2,2,16,B
6,S,FREN,3,1,19,B+
6,S,FREN,3,2,18,B+
6,S,FREN,3,3,16,B+
6,S,FREN,3,92,11,A
6,S,FREN,5,92,11,A-
6,S,FREN,6,92,11,A-
6,S,FREN,8,1,24,B+
6,S,FREN,8,90,15,A-
6,S,FREN,10,1,11,B+
6,S,FREN,10,90,15,A
6,S,FREN,12,90,15,A-
6,S,FREN,24,1,17,A-
6,S,FREN,29,90,13,A-
6,S,FREN,30,90,13,A-
6,S,FREN,31,90,13,A-
6,S,FREN,50,1,10,B+
6,S,FREN,55,1,10,A
6,S,GEOG,4,1,35,B
6,S,GEOG,13,1,61,B+
6,S,GEOG,15,1,12,A-
6,S,GEOG,26,1,29,A-
6,S,GEOG,40,1,20,A-/B+
6,S,GEOG,46,1,16,B+
6,S,GEOG,47,90,14,A-
6,S,GEOG,58,1,31,B+
6,S,GEOG,81,90,14,A/A-
6,S,GEOG,82,90,14,A-
6,S,GERM,1,1,15,B+
6,S,GERM,2,1,10,B+/B
6,S,GERM,3,1,10,A-
6,S,GERM,9,1,13,A-
6,S,GOVT,3,1,42,B+
6,S,GOVT,5,1,98,B+
6,S,GOVT,6,1,46,B
6,S,GOVT,10,1,47,B
6,S,GOVT,18,1,31,B
6,S,GOVT,20,1,14,B+
6,S,GOVT,28,1,21,A-
6,S,GOVT,40,1,23,B+
6,S,GOVT,44,1,24,A-/B+
6,S,GOVT,50,1,97,B+
6,S,GOVT,50,2,24,B+
6,S,GOVT,54,1,24,B+
6,S,GOVT,60,1,51,B+
6,S,GOVT,81,19,16,A-
6,S,GOVT,83,6,18,A-
6,S,GOVT,84,19,12,A-
6,S,GOVT,84,20,14,A-
6,S,GOVT,85,14,15,A-
6,S,GOVT,85,18,22,A-
6,S,GOVT,86,8,13,B+
6,S,GOVT,93,90,16,A
6,S,GOVT,94,90,16,A-
6,S,GOVT,95,90,16,A-
6,S,GRK,20,1,10,A-
6,S,HEBR,3,1,10,A-
6,S,HEBR,10,1,16,A-
6,S,HIST,2,1,13,B+
6,S,HIST,4,1,11,B+
6,S,HIST,7,1,12,B+
6,S,HIST,15,1,72,B+
6,S,HIST,17,1,15,A-
6,S,HIST,23,1,55,B+
6,S,HIST,25,1,55,B+
6,S,HIST,30,1,37,B+
6,S,HIST,34,1,87,B+
6,S,HIST,36,1,56,B+
6,S,HIST,50,1,15,B
6,S,HIST,58,1,53,A-
6,S,HIST,68,1,19,B+
6,S,HIST,73,1,15,A
6,S,HIST,79,1,43,A-
6,S,HIST,82,1,19,A-
6,S,HIST,87,1,11,B+
6,S,HIST,94,7,15,B+
6,S,HIST,95,1,11,B
6,S,HIST,96,1,18,A-/B+
6,S,HIST,96,2,17,A-
6,S,HIST,99,1,10,A
6,S,ITAL,1,1,18,A
6,S,ITAL,1,2,16,A-
6,S,ITAL,2,1,10,B+
6,S,ITAL,2,2,11,B+
6,S,ITAL,3,1,15,A-
6,S,ITAL,3,90,15,A-
6,S,ITAL,5,90,15,A-
6,S,ITAL,6,90,15,A-
6,S,ITAL,7,1,16,B+
6,S,ITAL,65,1,21,A
6,S,JAPN,3,1,11,B+
6,S,JAPN,3,2,13,B
6,S,JAPN,10,1,95,B+
6,S,JWST,15,1,28,A-
6,S,JWST,20,1,16,A-
6,S,JWST,37,1,53,A-
6,S,LACS,4,1,34,A
6,S,LACS,76,1,11,B+
6,S,LAT,3,1,19,A-
6,S,LAT,3,2,12,A-
6,S,LAT,30,1,20,A-
6,S,LATS,44,1,16,B+
6,S,LING,1,1,119,B+
6,S,LING,23,1,21,A-
6,S,LING,40,1,15,A-
6,S,LING,80,1,11,A-
6,S,M&SS,15,1,13,A-
6,S,MALS,352,1,11,A-
6,S,MATH,6,1,12,A-/B+
6,S,MATH,8,1,25,B-
6,S,MATH,10,1,28,B+
6,S,MATH,13,1,37,B+
6,S,MATH,13,2,37,B+
6,S,MATH,22,1,24,B+/B
6,S,MATH,23,1,29,B+
6,S,MATH,24,1,16,A-/B+
6,S,MATH,38,1,15,A-
6,S,MATH,43,1,22,B+/B
6,S,MATH,60,1,10,A
6,S,MATH,75,1,23,A-
6,S,MUS,1,1,37,B+
6,S,MUS,4,1,82,A-
6,S,MUS,21,1,14,A/A-
6,S,MUS,29,90,13,A
6,S,MUS,30,90,13,A-
6,S,MUS,36,1,35,A-
6,S,MUS,51,1,25,A
6,S,MUS,87,90,13,A
6,S,NAS,15,1,72,B+
6,S,NAS,25,1,100,B+
6,S,NAS,35,1,12,B+
6,S,NAS,36,1,51,B+
6,S,NAS,40,1,15,A-
6,S,PBPL,81,3,16,B+
6,S,PBPL,81,5,13,B+
6,S,PBPL,83,2,15,A-
6,S,PHIL,1,1,31,B
6,S,PHIL,6,1,21,A-
6,S,PHIL,7,1,16,B+
6,S,PHIL,11,1,34,A-/B+
6,S,PHIL,16,1,16,A-
6,S,PHIL,23,1,12,A-/B+
6,S,PHIL,25,1,36,B+
6,S,PHIL,26,1,56,A-
6,S,PHIL,80,1,12,A-
6,S,PHYS,1,1,63,B
6,S,PHYS,4,1,41,A-
6,S,PHYS,7,1,15,B+
6,S,PHYS,14,1,59,B+
6,S,PHYS,19,1,20,A-/B+
6,S,PHYS,44,1,19,A-
6,S,PSYC,1,1,90,B
6,S,PSYC,7,1,16,A-
6,S,PSYC,10,1,68,A-
6,S,PSYC,11,1,60,B+
6,S,PSYC,24,1,62,B+
6,S,PSYC,25,1,72,B+
6,S,PSYC,28,1,141,B+
6,S,PSYC,50,1,24,B+/B
6,S,PSYC,51,1,21,A-
6,S,PSYC,52,1,37,B+
6,S,PSYC,52,2,40,A
6,S,PSYC,53,1,32,A-/B+
6,S,PSYC,65,1,30,B+
6,S,PSYC,83,1,16,A-
6,S,PSYC,84,1,11,A-
6,S,REL,3,1,42,B+
6,S,REL,9,1,75,A-
6,S,REL,10,1,14,A
6,S,REL,11,1,27,B+
6,S,REL,15,1,62,A-
6,S,REL,17,1,31,A-
6,S,REL,22,1,23,B+
6,S,REL,33,1,24,A-
6,S,REL,40,1,15,A-
6,S,REL,52,1,57,A-
6,S,REL,67,1,16,A-
6,S,REL,73,90,17,B+
6,S,REL,79,1,14,B+
6,S,REL,80,1,12,A-
6,S,RUSS,3,1,12,A-
6,S,RUSS,13,1,123,B+
6,S,RUSS,31,1,23,A
6,S,SART,15,1,13,A
6,S,SART,15,2,14,A/A-
6,S,SART,15,3,11,A-
6,S,SART,15,4,15,A-
6,S,SART,16,1,15,B+
6,S,SART,20,1,14,A-/B+
6,S,SART,25,1,13,A-
6,S,SART,29,1,11,A-
6,S,SART,66,1,11,B+
6,S,SOCY,7,1,16,A-
6,S,SOCY,12,1,40,B
6,S,SOCY,25,1,14,B+/B
6,S,SOCY,30,1,67,B+
6,S,SOCY,39,1,13,B+
6,S,SOCY,66,1,11,A-
6,S,SOCY,79,1,22,B+
6,S,SOCY,91,1,21,A-
6,S,SPAN,1,1,18,A-
6,S,SPAN,1,2,12,A-/B+
6,S,SPAN,1,3,21,A-
6,S,SPAN,2,1,16,A-
6,S,SPAN,2,2,20,A-
6,S,SPAN,2,3,22,A-
6,S,SPAN,2,4,17,A-
6,S,SPAN,3,1,20,A-
6,S,SPAN,3,2,24,B+/B
6,S,SPAN,3,3,21,A-
6,S,SPAN,3,4,16,A-
6,S,SPAN,3,90,12,A-
6,S,SPAN,3,91,16,A-/B+
6,S,SPAN,5,90,12,A
6,S,SPAN,5,91,16,A-
6,S,SPAN,6,90,12,A-/B+
6,S,SPAN,6,91,16,A-
6,S,SPAN,8,1,13,A-
6,S,SPAN,9,1,15,A
6,S,SPAN,9,2,11,B+
6,S,SPAN,20,1,21,A-
6,S,SPAN,23,90,25,A-
6,S,SPAN,32,1,17,A-
6,S,SPAN,32,2,22,A/A-
6,S,SPAN,33,90,25,A-
6,S,SPAN,35,90,25,A-
6,S,SPAN,37,1,19,A-
6,S,SPAN,55,1,18,B+
6,S,SPAN,73,1,22,A-/B+
6,S,SSOC,1,1,97,B+
6,S,SSOC,5,1,74,B+
6,S,THEA,7,1,11,A-
6,S,THEA,10,2,16,A
6,S,THEA,10,3,11,A
6,S,THEA,30,1,14,A
6,S,THEA,32,1,10,A
6,S,THEA,39,1,17,A
6,S,WGST,7,1,14,B+
6,S,WGST,21,1,33,A-
6,S,WGST,35,1,57,A-
6,S,WGST,36,1,14,B+
6,S,WGST,38,1,29,A-
6,S,WGST,40,1,12,B+
6,S,WGST,40,3,10,A-
6,S,WGST,52,1,11,A-
6,S,WPS,1,1,97,B+
6,S,WRIT,7,1,16,B+/B
6,S,WRIT,7,2,15,A
6,S,WRIT,8,1,17,A
6,X,AAAS,49,1,29,A
6,X,ANTH,16,1,17,B+
6,X,ANTH,24,1,39,B+
6,X,ARAB,11,90,19,A-
6,X,ARAB,22,90,18,A-
6,X,ARAB,23,90,18,A-
6,X,ARTH,2,1,13,B
6,X,ARTH,17,1,12,B+
6,X,ASTR,2,1,32,B+
6,X,ASTR,3,1,104,B+
6,X,BIOL,22,1,17,A-
6,X,BIOL,23,1,38,B+
6,X,CHEM,52,1,50,B
6,X,CHEM,63,1,32,B+
6,X,CHIN,11,90,21,A-
6,X,CHIN,22,90,13,A-
6,X,CHIN,23,90,13,A-
6,X,CLST,4,1,126,A-
6,X,COCO,9,1,27,B+
6,X,COLT,52,1,14,A-
6,X,COSC,4,1,34,B+/B
6,X,COSC,27,1,24,A-
6,X,COSC,37,1,18,A-
6,X,EARS,6,1,95,B+
6,X,EARS,21,1,79,A-
6,X,EARS,34,1,20,B+
6,X,ECON,21,1,48,B
6,X,ECON,21,2,48,B
6,X,ECON,22,1,57,B
6,X,ECON,22,2,57,B
6,X,ECON,26,1,41,A-
6,X,ECON,26,2,41,A-
6,X,ECON,28,1,22,B+
6,X,EDUC,18,1,58,A-
6,X,ENGL,15,1,19,A-
6,X,ENGL,24,1,44,B+
6,X,ENGL,50,1,15,A-
6,X,ENGL,66,1,12,A-/B+
6,X,ENGL,67,1,31,A-
6,X,ENGL,67,2,12,A
6,X,ENGL,80,1,12,A/A-
6,X,ENGL,80,2,12,A-
6,X,ENGL,82,1,10,A-
6,X,ENGS,3,1,179,A-
6,X,ENGS,3,2,128,A-
6,X,ENGS,22,1,30,B+
6,X,ENGS,25,1,19,B
6,X,ENGS,31,1,24,A-
6,X,ENGS,33,1,38,B+
6,X,ENVS,25,1,24,B+
6,X,ENVS,39,1,27,B+
6,X,ENVS,80,1,16,B+
6,X,FILM,1,1,31,A-
6,X,FILM,30,1,11,A-
6,X,FILM,35,1,10,A-
6,X,FREN,10,1,13,A-
6,X,FREN,24,1,13,B+
6,X,FREN,45,1,11,A-
6,X,GEOG,45,1,25,A-
6,X,GOVT,3,1,12,B
6,X,GOVT,5,1,43,B+
6,X,GOVT,10,1,13,B+
6,X,GOVT,20,1,36,A-
6,X,GOVT,46,1,24,A-
6,X,GOVT,50,1,33,B+
6,X,HIST,6,1,27,B+
6,X,HIST,27,1,18,A-/B+
6,X,HIST,51,1,15,A-
6,X,HIST,52,1,26,A-/B+
6,X,HIST,67,1,50,B+/B
6,X,HIST,94,9,16,B+/B
6,X,ITAL,10,1,10,A-
6,X,JAPN,22,90,19,B
6,X,JAPN,23,90,19,B
6,X,JAPN,29,90,19,A-
6,X,JWST,11,1,16,B+/B
6,X,JWST,56,1,20,A-
6,X,LACS,30,1,14,A-
6,X,LATS,5,1,12,A-
6,X,LATS,31,1,16,A
6,X,MATH,20,1,15,A-
6,X,MATH,22,1,12,A-
6,X,MATH,31,1,14,A-
6,X,MATH,54,1,15,A
6,X,MUS,2,1,15,A
6,X,MUS,70,1,10,A
6,X,PBPL,40,1,13,B+
6,X,PBPL,41,1,12,A-
6,X,PBPL,81,7,17,B+
6,X,PHIL,1,1,17,B
6,X,PHIL,21,1,15,B+
6,X,PHIL,38,1,19,A-
6,X,PHYS,3,1,48,B+
6,X,PHYS,42,1,16,B+
6,X,PSYC,10,1,50,B+
6,X,PSYC,11,1,42,B+
6,X,PSYC,25,1,58,A-
6,X,PSYC,54,1,33,A-
6,X,REL,5,1,63,B+
6,X,REL,19,1,20,A-
6,X,REL,57,1,35,A-
6,X,RUSS,36,1,13,A
6,X,SART,15,1,17,A-
6,X,SART,15,2,17,A-
6,X,SART,16,1,14,A-
6,X,SART,25,1,11,A-
6,X,SART,65,1,10,A
6,X,SOCY,42,1,16,A
6,X,SOCY,44,1,12,A-
6,X,SPAN,2,1,19,B+
6,X,SPAN,3,1,12,B+
6,X,SPAN,3,2,22,B+
6,X,SPAN,9,1,14,A-
6,X,SPAN,61,1,26,A/A-
6,X,SPAN,65,1,27,A
6,X,THEA,65,1,10,A
6,X,THEA,80,1,10,A/A-
6,X,WGST,10,1,26,B+
6,X,WGST,19,2,12,A-
6,X,WGST,23,1,18,A-/B+
6,X,WGST,44,2,20,A-
6,F,AAAS,12,1,10,B+
6,F,AAAS,15,1,12,B+/B
6,F,AAAS,17,1,22,B+
6,F,AAAS,23,1,10,B+
6,F,AAAS,33,1,18,B+/B
6,F,AAAS,34,1,20,A-
6,F,AAAS,39,1,73,A-
6,F,AAAS,51,1,22,A-
6,F,AAAS,88,1,12,A-
6,F,AMEL,17,1,10,A-
6,F,ANTH,1,1,65,B
6,F,ANTH,6,1,62,A-/B+
6,F,ANTH,8,1,27,B
6,F,ANTH,15,1,12,B+
6,F,ANTH,34,1,17,A-
6,F,ANTH,38,1,25,B
6,F,ANTH,43,1,15,A-
6,F,ANTH,47,1,13,B+
6,F,ANTH,73,1,15,B+
6,F,ANTH,75,1,12,A-
6,F,ARAB,1,1,17,A
6,F,ARAB,1,2,15,A
6,F,ARAB,1,3,12,A
6,F,ARAB,31,1,12,A
6,F,ARAB,63,1,13,A-
6,F,ARTH,1,1,49,B
6,F,ARTH,7,1,16,A-
6,F,ARTH,16,1,12,A-
6,F,ARTH,20,1,46,A-
6,F,ARTH,25,1,12,A-
6,F,ARTH,52,1,37,B+
6,F,ARTH,53,1,28,B+
6,F,ASTR,2,1,64,B+
6,F,ASTR,3,1,64,B+
6,F,BIOL,2,1,156,B
6,F,BIOL,11,1,114,B
6,F,BIOL,11,2,112,B
6,F,BIOL,16,1,24,B
6,F,BIOL,25,1,23,B+
6,F,BIOL,34,1,46,B
6,F,BIOL,40,1,70,B+
6,F,BIOL,43,1,27,B+
6,F,BIOL,46,1,20,B+
6,F,BIOL,76,1,17,A
6,F,BIOL,176,1,17,A
6,F,CHEM,5,1,69,B
6,F,CHEM,10,1,22,B+
6,F,CHEM,51,1,104,B
6,F,CHEM,57,1,19,A-
6,F,CHEM,62,1,16,B+
6,F,CHIN,1,1,15,A
6,F,CHIN,1,2,16,A-
6,F,CHIN,1,3,10,A-
6,F,CHIN,4,1,20,A-
6,F,CHIN,4,2,18,A-
6,F,CHIN,11,90,18,A-
6,F,CHIN,22,90,10,A/A-
6,F,CHIN,23,90,10,A/A-
6,F,CHIN,31,1,13,A-
6,F,CLST,5,1,41,A-
6,F,CLST,6,1,18,B+
6,F,CLST,7,1,16,A-
6,F,CLST,14,1,21,B+
6,F,CLST,24,1,26,B
6,F,COCO,1,1,42,B+
6,F,COCO,5,1,14,A-
6,F,COCO,8,1,16,B+
6,F,COCO,12,1,19,A-
6,F,COLT,7,1,16,A-
6,F,COLT,10,1,18,A-
6,F,COLT,33,1,11,A-
6,F,COLT,41,1,13,A-
6,F,COLT,51,1,22,A-
6,F,COLT,55,1,28,A-
6,F,COLT,70,1,10,A
6,F,COSC,5,1,61,B+
6,F,COSC,18,1,23,B
6,F,COSC,22,1,21,A
6,F,COSC,25,1,12,B+
6,F,COSC,26,1,10,B+
6,F,COSC,39,1,15,B+
6,F,COSC,58,1,10,A/A-
6,F,EARS,1,1,49,A-
6,F,EARS,4,1,25,A-
6,F,EARS,45,90,20,A-
6,F,EARS,46,90,20,A-
6,F,EARS,47,90,20,A-
6,F,EARS,62,1,10,B+
6,F,ECON,1,1,83,B
6,F,ECON,1,2,83,B
6,F,ECON,1,3,91,B+
6,F,ECON,1,4,91,B+
6,F,ECON,1,5,42,B+
6,F,ECON,2,1,46,B
6,F,ECON,10,1,94,B+
6,F,ECON,10,2,94,B+
6,F,ECON,10,3,94,B+
6,F,ECON,20,1,67,B+
6,F,ECON,20,2,67,B+
6,F,ECON,21,1,65,B+
6,F,ECON,21,2,65,B+
6,F,ECON,22,1,67,B+
6,F,ECON,22,2,67,B+
6,F,ECON,26,1,60,A-
6,F,ECON,26,2,60,A-
6,F,ECON,28,1,40,B+
6,F,ECON,29,1,72,B+
6,F,ECON,29,2,72,B+
6,F,ECON,36,1,71,B+
6,F,ECON,36,2,71,B+
6,F,ECON,39,1,64,B+
6,F,ECON,39,2,64,B+
6,F,ECON,72,1,26,B+
6,F,ECON,80,1,15,A-
6,F,EDUC,1,1,16,B+
6,F,EDUC,20,1,73,A-
